px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.9118	-3.5071	-2.71374	-2.16384	0.344121	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.300702
11.0107	-3.41177	-2.71528	-2.18446	0.287016	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	2.88703
11.0777	-3.27582	-2.72315	-2.15619	0.29823	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.830793
11.1236	-3.12066	-2.72369	-2.08785	0.372523	11.1178	-2.98807	11.1	-3	0.907725	2.72317	4.41719
11.185	-2.96849	-2.73013	-2.05453	0.382934	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.667338
11.2347	-2.82007	-2.73136	-2.00981	0.414919	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.921881
11.2865	-2.66232	-2.73912	-1.97501	0.424331	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.700018
11.2346	-2.45855	-2.7425	-1.8078	0.632226	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	32.1277
11.2498	-2.30033	-2.74268	-1.7611	0.642564	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.543439
11.3507	-2.18842	-2.73339	-1.82882	0.489312	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	18.4641
11.3796	-2.03021	-2.7388	-1.795	0.494268	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.314674
11.3862	-1.87273	-2.74066	-1.73944	0.534055	11.3011	-1.79507	11.35	-1.8	0	2.73035	1.22864
11.396	-1.7152	-2.7427	-1.70129	0.541259	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.322909
11.3374	-1.55554	-2.74803	-1.59092	0.659058	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	10.8363
11.3246	-1.40912	-2.75091	-1.54934	0.665807	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.362854
11.2759	-1.24896	-2.75574	-1.46426	0.735502	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.80627
11.241	-1.10485	-2.749	-1.41557	0.744122	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.550514
11.1196	-0.956941	-2.76331	-1.26892	0.901143	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	20.2411
11.0566	-0.813889	-2.76958	-1.21273	0.908958	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.879454
11.0058	-0.672769	-2.76621	-1.1741	0.890066	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.678587
10.931	-0.536535	-2.76416	-1.11765	0.897131	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.246147
10.8317	-0.405608	-2.77147	-1.0326	0.949425	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	2.57329
10.734	-0.286569	-2.76583	-0.969651	0.960582	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.531597
10.5697	-0.181491	-2.78779	-0.827425	1.08888	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	16.5794
10.4423	-0.0844992	-2.78248	-0.753168	1.10343	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.754118
10.3473	0.0188709	-2.77347	-0.712657	1.07681	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	1.22658
10.2124	0.0904917	-2.76227	-0.636504	1.09634	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.20338
10.0662	0.162707	-2.76761	-0.55111	1.1294	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.60212
9.91484	0.204838	-2.75486	-0.465576	1.15601	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.73103
9.76272	0.254043	-2.75746	-0.383873	1.17841	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	1.09166
9.59794	0.258019	-2.74219	-0.284907	1.21671	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.80169
9.4421	0.282809	-2.74371	-0.205102	1.23141	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.706712
9.28023	0.277044	-2.73703	-0.113986	1.25678	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.928348
9.12725	0.282268	-2.73573	-0.0397951	1.26187	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.151327
8.97275	0.277011	-2.73621	0.0348187	1.26674	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0501035
8.83415	0.249228	-2.70601	0.111292	1.2768	8.90199	0.247143	8.85	0.25	-1.81847	0	8.28199
8.69613	0.238077	-2.7029	0.17243	1.26919	8.76016	0.263752	8.75	0.25	-1.81846	0	0.24858
8.54003	0.246413	-2.73438	0.212108	1.22904	8.46355	0.258809	8.55	0.25	-3.6326	0	10.4446
8.39119	0.219189	-2.73729	0.273172	1.22104	8.35367	0.252596	8.35	0.25	-3.6326	0	0.13144
8.24257	0.183462	-2.74245	0.332789	1.21103	8.05161	0.241868	8.2	0.25	-2.72841	0	0.546169
8.09796	0.15766	-2.74473	0.378578	1.18888	8.05411	0.247878	8.05	0.25	-2.72842	0	0.567949
7.95413	0.113194	-2.74848	0.431111	1.17363	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.567462
7.81088	0.0694261	-2.75117	0.477658	1.15418	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.553433
7.67242	0.0294105	-2.75395	0.510084	1.11677	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.60094
7.53212	-0.025731	-2.75632	0.553741	1.09794	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.607006
7.38445	-0.0311437	-2.76653	0.537917	1.00794	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	7.80024
7.25369	-0.0750532	-2.767	0.565297	0.984626	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	1.01164
7.14224	-0.175812	-2.75942	0.642835	1.01971	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	2.44114
7.01223	-0.244072	-2.75735	0.679315	1.00074	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.702088
6.89946	-0.342326	-2.75524	0.738905	1.00994	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.477846
6.78394	-0.428102	-2.75106	0.780995	0.997872	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.398879
6.68711	-0.539571	-2.74765	0.844169	1.0119	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.442106
6.58165	-0.638856	-2.74474	0.887893	1.00122	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.360424
6.53158	-0.807747	-2.74895	1.011	1.0953	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.47441
6.45473	-0.938157	-2.74944	1.07102	1.09499	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.00177329
6.40378	-1.07472	-2.75311	1.1436	1.11816	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.366363
6.35124	-1.20892	-2.75712	1.20294	1.12002	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.142015
6.30406	-1.33604	-2.75509	1.2539	1.11188	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.179294
6.26243	-1.46315	-2.7532	1.30673	1.11009	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.062425
6.26658	-1.62524	-2.76649	1.41513	1.18526	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.61541
6.24708	-1.76139	-2.76647	1.47311	1.18403	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.0103917
6.28282	-1.937	-2.78127	1.59593	1.2658	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.75145
6.30017	-2.08652	-2.777	1.66977	1.27122	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.17447
6.30874	-2.22728	-2.76324	1.7167	1.23579	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.41524
6.34115	-2.37311	-2.7598	1.78765	1.23989	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0985693
6.35214	-2.51361	-2.74894	1.82526	1.19681	6.27034	-2.51837	6.35	-2.55	0	-3.63689	2.11104
6.38555	-2.66578	-2.75521	1.88496	1.18862	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.327519
6.44309	-2.81486	-2.76367	1.9584	1.19945	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.520213
6.4914	-2.96511	-2.77218	2.01435	1.18663	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.628483
6.54596	-3.10481	-2.76965	2.06401	1.16512	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.728199
6.60343	-3.24975	-2.77753	2.11368	1.1483	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.693743
6.67025	-3.38363	-2.77126	2.15794	1.12125	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.60192
6.73242	-3.52691	-2.78008	2.19847	1.09748	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.08587
6.80488	-3.65817	-2.77668	2.23814	1.07115	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.39371
6.86444	-3.80604	-2.78771	2.26402	1.03488	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	2.11212
6.93314	-3.93369	-2.77553	2.28976	0.996289	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	3.45362
6.99094	-4.08466	-2.78569	2.30361	0.952366	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.63535
7.09596	-4.21195	-2.80359	2.35412	0.952465	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.49391
7.16172	-4.36446	-2.81425	2.362	0.904862	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.86777
7.24619	-4.48615	-2.80543	2.38604	0.875939	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.35077
7.29989	-4.64836	-2.8135	2.37562	0.815139	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	4.10946
7.3741	-4.75918	-2.79719	2.38809	0.781692	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	4.63893
7.42352	-4.90184	-2.79917	2.37688	0.730749	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.93968
7.52105	-5.0134	-2.81885	2.40963	0.731691	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	5.92048
7.57591	-5.16227	-2.82356	2.39349	0.677611	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	3.19624
7.65454	-5.27609	-2.79288	2.40004	0.642049	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	10.1212
7.71705	-5.4294	-2.79251	2.38482	0.591305	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	2.67753
7.81235	-5.54539	-2.79354	2.40449	0.580359	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.59085
7.88252	-5.69735	-2.79517	2.38986	0.53354	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	2.11759
7.96251	-5.81112	-2.76485	2.39093	0.500803	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	11.2364
8.02521	-5.95705	-2.75991	2.37337	0.456526	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	2.10685
8.127	-6.07192	-2.76508	2.39077	0.450251	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.30069
8.19014	-6.22664	-2.76435	2.36627	0.401594	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	2.19752
8.2984	-6.34485	-2.77535	2.38316	0.397738	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.47007
8.36421	-6.50208	-2.77673	2.35668	0.350015	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	2.06177
8.44354	-6.61766	-2.75153	2.35212	0.322648	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	7.77762
8.49735	-6.76796	-2.74447	2.32292	0.276998	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	2.23983
8.57952	-6.88547	-2.73361	2.32217	0.260194	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	1.56923
8.62315	-7.04781	-2.72876	2.28179	0.206991	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	2.69109
8.72349	-7.16796	-2.74015	2.2944	0.211452	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.33872
8.77505	-7.3326	-2.74163	2.25689	0.163693	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	2.00803
8.84474	-7.46124	-2.72393	2.24017	0.132647	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	5.84967
8.89882	-7.60581	-2.71887	2.21487	0.101096	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	1.09016
8.99451	-7.7258	-2.72954	2.22809	0.11335	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	2.88257
9.05047	-7.87624	-2.72964	2.20112	0.0813678	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.900266
9.13402	-7.99471	-2.73875	2.20524	0.0837735	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.983216
9.17109	-8.14426	-2.73983	2.16854	0.0444661	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	1.42773
9.21711	-8.2804	-2.71581	2.13389	-0.00221859	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	9.46945
9.26052	-8.42827	-2.71213	2.10485	-0.0301184	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.877599
9.33128	-8.55883	-2.7118	2.09974	-0.0332318	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.114906
9.36656	-8.71395	-2.71083	2.06496	-0.0647229	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.957825
9.43118	-8.84844	-2.7109	2.05715	-0.0684872	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.158628
9.46068	-9.00485	-2.71026	2.02115	-0.0991216	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.927316
9.52646	-9.12708	-2.71662	2.02517	-0.0855341	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.00977
9.54512	-9.28079	-2.7211	1.98576	-0.11838	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	1.12184
9.60236	-9.41936	-2.72211	1.97828	-0.118167	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.148819
9.62907	-9.58004	-2.72599	1.94487	-0.143189	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.657334
9.68437	-9.70675	-2.73041	1.9457	-0.131148	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.62092
9.70111	-9.85843	-2.73606	1.91165	-0.156437	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.773942
9.73104	-9.98948	-2.73095	1.88994	-0.173784	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.554753
9.76484	-10.1257	-2.73281	1.87421	-0.180179	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0572659
9.77334	-10.2762	-2.72168	1.8263	-0.230493	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.56923
9.79781	-10.4281	-2.72341	1.80408	-0.23923	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0924905
9.84954	-10.5743	-2.73029	1.80852	-0.21587	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	0.970998
9.87388	-10.7269	-2.73266	1.78879	-0.222881	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0742871
9.88142	-10.8639	-2.72805	1.75556	-0.251778	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.21774
9.89097	-11.0077	-2.73205	1.7318	-0.261633	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.177072
9.90676	-11.1406	-2.73028	1.7166	-0.262972	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.377843
9.90235	-11.2902	-2.73666	1.68615	-0.278098	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.449973
9.92366	-11.4265	-2.73918	1.6813	-0.264413	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.46766
9.91106	-11.5778	-2.74621	1.64886	-0.281124	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.570531
9.83846	-11.7301	-2.72997	1.54557	-0.398897	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	16.6586
9.81431	-11.8803	-2.72865	1.51155	-0.410205	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.28955
9.77473	-12.0318	-2.72654	1.45694	-0.453426	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.91382
9.73109	-12.1802	-2.72561	1.41612	-0.468071	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.479162
9.68416	-12.3259	-2.7235	1.36876	-0.495965	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.673356
9.62923	-12.4731	-2.72455	1.32697	-0.508818	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.355242
9.50483	-12.605	-2.71826	1.20755	-0.631327	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	11.8562
9.43049	-12.7346	-2.7136	1.16043	-0.643468	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.639121
9.26389	-12.8339	-2.71193	1.006	-0.80928	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	19.8671
9.1558	-12.9354	-2.7088	0.943955	-0.828978	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	1.42604
8.98828	-13.0271	-2.71155	0.810145	-0.948007	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	9.70089
8.87383	-13.1139	-2.70185	0.748605	-0.959176	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	1.11573
8.73818	-13.1976	-2.70261	0.667108	-0.997392	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	1.25679
8.60528	-13.2686	-2.69634	0.599507	-1.01062	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.933667
8.39252	-13.2738	-2.71224	0.412871	-1.19796	8.27267	-12.996	8.4	-13.15	-2.99683	0	25.423
8.26244	-13.3029	-2.7023	0.342393	-1.21092	8.25965	-13.1488	8.25	-13.15	-2.9968	0	1.20403
8.1248	-13.3474	-2.69632	0.285483	-1.19429	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.36764
7.97535	-13.3662	-2.69045	0.208776	-1.20628	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.702391
7.82054	-13.3799	-2.69573	0.122311	-1.23554	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.839574
7.66417	-13.3714	-2.69169	0.039966	-1.24975	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.867226
7.52881	-13.3702	-2.69106	-0.023658	-1.25036	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.070456
7.38685	-13.3447	-2.68948	-0.0985185	-1.26163	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.604228
7.22949	-13.297	-2.69941	-0.201924	-1.30815	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.31575
7.08094	-13.2455	-2.69828	-0.284859	-1.31825	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.433411
6.93952	-13.2007	-2.69375	-0.350176	-1.30505	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.91864
6.78571	-13.1489	-2.70436	-0.419691	-1.29751	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0.9121
6.66214	-13.0896	-2.70821	-0.487204	-1.30188	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.257069
6.52326	-13.0295	-2.7218	-0.546017	-1.28922	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.45669
6.39849	-13.017	-2.67813	-0.53571	-1.17818	6.27012	-13.1139	6.25	-13.05	-1.81729	0	25.198
6.25545	-12.9624	-2.68839	-0.581211	-1.15534	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.0516
6.13324	-12.8691	-2.69703	-0.65543	-1.17032	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	0.789655
5.99593	-12.7948	-2.70836	-0.701576	-1.14831	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	1.04512
5.8896	-12.7242	-2.69926	-0.738926	-1.1229	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.46551
5.75245	-12.6661	-2.71571	-0.760921	-1.08398	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.59202
5.64617	-12.6052	-2.69284	-0.77696	-1.03459	5.45236	-12.7392	5.45	-12.7	-2.00001	1	6.78742
5.5146	-12.5452	-2.70464	-0.793439	-0.996794	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.97167
5.4174	-12.4518	-2.70557	-0.838359	-0.99154	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.213481
5.29252	-12.3776	-2.71674	-0.857174	-0.958454	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	1.54266
5.19106	-12.2809	-2.70939	-0.894562	-0.942378	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	1.20864
5.0671	-12.1886	-2.71729	-0.917633	-0.912615	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	1.05461
4.98871	-12.0582	-2.74567	-0.986006	-0.943937	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	8.18693
4.8834	-11.9577	-2.75537	-1.00993	-0.918901	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.976965
4.80835	-11.8479	-2.74491	-1.04566	-0.905462	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.04586
4.72003	-11.7396	-2.74972	-1.07403	-0.887907	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.37918
4.65158	-11.609	-2.76807	-1.12308	-0.894448	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	3.24181
4.59055	-11.4815	-2.77075	-1.16621	-0.892159	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0578623
4.53155	-11.344	-2.78795	-1.21163	-0.892104	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	2.49424
4.48524	-11.2049	-2.79288	-1.25873	-0.89331	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.223469
4.465	-11.0641	-2.76514	-1.32085	-0.910802	4.43672	-11.0976	4.45	-11.05	0	1.8168	8.70406
4.43022	-10.9205	-2.7627	-1.3691	-0.909586	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.0540496
4.40376	-10.7825	-2.766	-1.41353	-0.907496	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.120845
4.40107	-10.6435	-2.76337	-1.46969	-0.918739	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.180399
4.44208	-10.5049	-2.74046	-1.56041	-0.976876	4.44716	-10.5583	4.45	-10.55	0	2.00041	9.33099
4.44217	-10.3764	-2.73537	-1.60653	-0.975605	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.216415
4.46252	-10.2387	-2.73291	-1.6668	-0.990215	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.319892
4.49527	-10.1039	-2.73067	-1.72733	-1.0015	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.234573
4.50213	-9.95798	-2.7328	-1.76143	-0.974094	4.56608	-10.005	4.55	-10	0	2.72717	0.946038
4.53947	-9.81404	-2.73092	-1.81828	-0.977783	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0575733
4.59964	-9.67028	-2.73023	-1.89085	-1.00153	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.46633
4.67128	-9.52897	-2.73158	-1.95961	-1.01404	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.302431
4.67559	-9.39461	-2.73296	-1.95707	-0.943392	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.0379
4.75336	-9.26638	-2.73784	-2.01885	-0.955288	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.497118
4.87592	-9.15703	-2.74074	-2.12786	-1.03426	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.67294
4.96465	-9.04202	-2.74377	-2.18759	-1.04052	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.191234
4.98007	-8.91371	-2.73372	-2.16255	-0.935655	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	8.70956
5.07218	-8.79564	-2.74126	-2.21535	-0.93838	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.458122
5.19435	-8.69035	-2.74385	-2.29672	-0.976445	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.32719
5.30805	-8.58022	-2.74732	-2.35601	-0.980164	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.172816
5.34387	-8.45048	-2.73558	-2.32569	-0.870642	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.24709
5.45254	-8.34329	-2.74613	-2.37215	-0.869525	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.7904
5.55446	-8.24489	-2.75005	-2.41562	-0.869725	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.464158
5.66925	-8.1452	-2.76035	-2.45956	-0.866642	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.726555
5.7316	-8.02421	-2.74901	-2.4367	-0.772345	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.58546
5.83826	-7.93051	-2.7529	-2.47272	-0.768877	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.127936
5.92405	-7.82429	-2.74814	-2.47562	-0.718355	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	2.2806
6.03241	-7.72919	-2.75395	-2.50594	-0.711796	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.34458
6.1356	-7.6208	-2.7489	-2.51245	-0.664524	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.9911
6.25475	-7.52255	-2.75244	-2.54216	-0.65767	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.265515
6.37224	-7.44369	-2.75768	-2.58125	-0.670259	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.29792
6.49545	-7.35615	-2.76831	-2.60894	-0.662508	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.755973
6.62846	-7.27932	-2.76965	-2.64429	-0.660903	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0510795
6.76016	-7.2009	-2.7716	-2.67562	-0.656093	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.115615
6.84614	-7.09368	-2.75647	-2.64126	-0.558468	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	8.87405
6.96488	-7.0184	-2.75929	-2.66297	-0.552381	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.182049
7.09845	-6.94523	-2.75874	-2.68572	-0.540261	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.223073
7.23413	-6.85569	-2.7679	-2.70238	-0.526859	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.898757
7.33835	-6.74224	-2.753	-2.66025	-0.421008	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	10.829
7.46969	-6.65237	-2.75903	-2.67143	-0.409253	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.582016
7.59234	-6.56537	-2.75425	-2.66878	-0.373189	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	1.16231
