px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
77.1146	24.9428	2.24928	-0.246434	-0.23505	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	0
77.1377	24.9376	2.21148	-0.332627	-0.369459	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	0.338025
79.129	24.9936	2.00264	0.00539769	0.0705499	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	0
79.1287	24.9955	1.98022	-0.0144297	0.0313663	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	0.0586108
80.8136	24.8716	1.97188	-0.057595	-0.0151783	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	0
80.8571	24.8738	1.90919	-0.149669	-0.171291	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	1.37891
82.6035	24.6364	1.94037	-0.153877	-0.0667901	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	0
82.586	24.6231	1.88642	-0.245298	-0.206997	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	0.273783
84.1821	24.5332	1.80386	-0.0714077	0.0260527	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	0
84.1836	24.5322	1.77733	-0.103738	-0.0305088	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	0.100058
85.6471	23.8226	1.7989	-0.56158	-0.292951	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	0
85.7	23.845	1.83072	-0.494132	-0.212186	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	0.840472
87.0018	23.4733	1.54956	-0.372168	-0.0201321	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	0
87.0918	23.505	1.56474	-0.364051	-0.0809182	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	3.46886
88.7376	22.8085	1.79319	-0.366321	-0.0281778	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514	0
88.6806	22.7836	1.74542	-0.487971	-0.181314	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	0.843672
89.5941	22.2568	1.44346	-0.652634	-0.18735	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	0
89.6304	22.2677	1.45134	-0.6511	-0.214378	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	0.532638
90.5418	21.6321	1.29882	-0.697458	-0.117719	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	0
90.6258	21.6626	1.33815	-0.53144	0.0736761	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	1.65826
91.7131	21.1125	1.33891	-0.395419	0.111559	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	0
91.766	21.1246	1.3332	-0.439272	-0.00228956	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	1.9046
92.8639	20.9338	1.2699	-0.104801	0.198449	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0
92.9212	20.9523	1.22517	-0.132764	0.103224	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	2.6617
93.5485	20.2464	1.08227	-0.80691	-0.348597	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	0
93.5969	20.2833	1.13486	-0.621015	-0.126743	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	0.898542
95.1629	19.6972	1.53035	-0.0123421	0.341241	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	0
95.0062	19.6781	1.31952	-0.275529	0.0546782	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	6.15909
95.5923	19.6758	1.08119	-0.0852989	0.137992	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	0
95.582	19.6711	1.02478	-0.140396	0.0664483	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	0.226393
96.2896	19.1832	0.99236	-0.622195	-0.247383	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	0
96.3274	19.199	1.02478	-0.545866	-0.169103	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	0.439472
97.4407	18.7425	1.21821	-0.249879	0.113809	97.5286	18.727	97.45	18.506	0.868716	-0.503009	0
97.4233	18.7363	1.1819	-0.325601	0.0172561	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	0.21283
98.2331	18.3722	1.13302	-0.389769	-0.0293476	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	0
98.2467	18.3684	1.11143	-0.449842	-0.120797	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.325387
99.0193	17.3935	1.24117	-1.11222	-0.426819	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	0
99.0441	17.442	1.24886	-0.750305	0.0407839	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	1.36419
99.9939	16.9558	1.16512	-0.396552	0.22356	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	0
100.054	16.9706	1.16432	-0.396605	0.162235	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.94621
101.162	16.5462	1.27272	-0.242888	0.154759	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0
101.147	16.5365	1.2226	-0.333453	0.0390352	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.25537
102.345	16.3949	1.29807	0.0303971	0.22663	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0
102.274	16.3814	1.20649	-0.044668	0.158511	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.44904
103.046	15.4	1.13737	-1.10693	-0.536815	103.003	15.353	103.119	15.4967	1.11708	-0.508169	0
102.996	15.4632	1.16961	-0.668306	0.00446538	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	2.75752
104.085	15.2296	1.12862	-0.0619647	0.361915	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	0
104.056	15.2156	1.15472	-0.0766109	0.37445	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.756375
105.468	14.4743	1.38997	-0.773988	-0.267287	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	0
105.435	14.5044	1.42215	-0.558556	-0.00280168	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.911113
106.787	14.0428	1.48934	-0.197964	0.221498	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	0
106.741	14.0334	1.4855	-0.209515	0.239846	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.00276
108.068	13.668	1.54164	-0.171256	0.117022	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0
108.084	13.674	1.57434	-0.132391	0.166156	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.0958585
109.517	13.5712	1.61928	0.0343099	0.165601	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0
109.483	13.5656	1.58837	0.0191201	0.151887	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.325423
111.043	12.6114	1.65661	-0.88	-0.472168	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	0
111.119	12.6836	1.75984	-0.488549	0.0524516	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	3.28351
112.871	12.4654	1.77524	0.0777661	0.377146	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	0
112.87	12.4621	1.79364	0.0756212	0.377286	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.0580458
114.758	12.5493	1.90859	0.102569	0.154175	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0
114.782	12.5511	1.91496	0.0980011	0.150844	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.165369
116.663	12.1161	1.95928	-0.375138	-0.225106	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	0
116.702	12.1517	2.07397	-0.184336	0.0503717	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	1.25069
118.884	11.9981	2.2355	0.066876	0.181336	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	0
118.885	11.999	2.23295	0.0674249	0.181346	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.0140287
120.699	12.2921	2.22318	0.262306	0.190038	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0
120.742	12.2942	2.25309	0.249839	0.1715	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.474364
123.482	12.8123	2.46889	0.0611822	-0.0597016	123.568	12.8297	122.95	12.5114	2.29835	0.246599	0
123.418	12.8061	2.44498	0.0748252	-0.0516923	123.142	12.7694	122.95	12.5114	2.29835	0.246599	1.06236
124.934	12.7786	2.33119	-0.0530321	-0.101797	124.894	12.7743	125.242	12.8125	2.37624	0.369827	0
125.027	12.7977	2.47597	0.0139609	0.000368852	125.376	12.9964	125.242	12.8125	2.37624	0.369827	2.58141
127.794	13.3161	2.62254	0.366183	0.22036	127.853	13.3273	127.609	13.2365	2.44434	0.495787	0
127.74	13.3037	2.6481	0.323632	0.156831	127.506	13.153	127.609	13.2365	2.44434	0.495787	0.907678
129.951	13.7057	2.59612	0.174316	-0.0334305	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0
130.02	13.7113	2.57688	0.164535	-0.0312614	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.43293
132.095	14.5007	2.57882	0.426049	0.153372	132.092	14.507	132.53	14.458	2.55028	0.74543	0
132.163	14.4963	2.66426	0.342578	0.0242081	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.26247
135.007	15.0368	2.81462	0.0342985	-0.188619	135.074	15.0475	135.066	15.2513	2.58865	0.863795	0
135.019	15.0341	2.77855	0.0195817	-0.210378	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.137129
137.553	16.1974	2.77314	0.63134	0.31093	137.561	16.2147	137.639	16.1592	2.61821	0.974442	0
137.581	16.1685	2.892	0.421098	-0.0368772	137.653	16.5145	137.639	16.1592	2.61821	0.974442	1.20867
140.293	17.003	2.96791	0.196047	-0.16211	140.331	17.008	140.242	17.1733	2.63994	1.07503	0
140.307	17.0051	2.9793	0.19215	-0.16649	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0704751
142.883	17.9836	3.00965	0.398404	0.0724458	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0
142.84	17.9756	3.02044	0.378464	0.0402507	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.518596
145.381	19.1567	3.05865	0.451607	0.0607846	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0
145.463	19.1636	3.10135	0.40948	0.00476994	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.73708
148.221	20.4642	3.19311	0.427381	0.0128931	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0
148.213	20.469	3.14485	0.483738	0.110034	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.154141
150.673	22.1061	3.19332	0.644065	0.141876	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0
150.671	22.0955	3.23807	0.547256	-0.0309653	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.281982
153.406	23.4877	3.26104	0.406786	-0.102169	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0
153.39	23.4884	3.20033	0.475239	0.0200775	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.283956
156.036	24.805	3.22478	0.442164	-0.0143336	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0
156.028	24.8135	3.13833	0.542584	0.159671	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.474784
158.876	26.023	3.17453	0.335033	-0.077805	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0
158.906	26.0271	3.17981	0.327673	-0.081214	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.241673
161.413	27.4194	3.20421	0.55054	0.114019	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0
161.445	27.4311	3.17665	0.596998	0.195338	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.388945
163.653	28.7953	3.03695	0.616171	0.0843794	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0
163.757	28.8068	3.08568	0.552446	0.00508953	164.116	29.315	164.155	28.8064	2.64354	1.28825	2.74246
166.754	30.1773	3.26676	0.308463	-0.156663	166.828	30.2062	166.809	30.0721	2.63006	1.22694	0
166.724	30.172	3.16207	0.36918	-0.0529533	166.748	29.7121	166.809	30.0721	2.63006	1.22694	0.647902
169.105	31.3708	3.15085	0.478466	0.0510401	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0
169.124	31.378	3.12315	0.511749	0.109235	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.192655
172.139	32.3324	3.17089	0.180811	-0.174726	172.175	32.3404	172.079	32.3873	2.58945	1.06126	0
172.144	32.329	3.08694	0.176164	-0.180372	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.352775
174.647	33.4531	3.07959	0.481407	0.130642	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0
174.629	33.4589	3.01829	0.542454	0.232455	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.235069
177.045	34.2251	2.88844	0.321091	-0.0548448	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0
177.054	34.2258	2.8063	0.351375	0.0057848	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.407866
180.09	35.1272	2.95875	0.202379	-0.0909577	180.145	35.1423	179.799	35.1289	2.47883	0.732949	0
179.997	35.1081	2.81495	0.224362	-0.0713922	179.543	35.4767	179.799	35.1289	2.47883	0.732949	2.60968
182.583	35.7481	2.86273	0.237973	-0.0165551	182.599	35.753	182.292	35.8114	2.42515	0.611338	0
182.499	35.7345	2.74226	0.254917	0.00976606	182.047	36.2626	182.292	35.8114	2.42515	0.611338	2.06159
184.731	36.513	2.74845	0.367841	0.0746082	184.732	36.5155	184.73	36.37	2.36226	0.487877	0
184.728	36.5233	2.61308	0.44791	0.20421	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.752881
186.947	36.9542	2.55602	0.160291	-0.104343	186.946	36.9404	187.103	36.804	2.29017	0.365145	0
187.009	36.9642	2.55344	0.140205	-0.119423	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.04867
189.444	37.3995	2.61422	0.180417	-0.0166414	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0
189.476	37.4058	2.51271	0.182473	-0.0193909	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.825589
191.726	37.5648	2.53899	0.0167611	-0.110671	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0
191.699	37.5506	2.438	-0.0423495	-0.203489	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.534927
193.496	37.2766	2.36745	-0.261459	-0.21583	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0
193.51	37.2764	2.35435	-0.283123	-0.255419	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.087616
195.949	37.3871	2.34556	0.192629	0.208787	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	0
195.858	37.383	2.16438	0.170359	0.196249	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	2.76346
197.719	37.7302	2.17891	0.253984	0.124748	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0
197.675	37.7242	2.10129	0.264785	0.14406	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.622159
199.319	37.3133	1.98863	-0.285229	-0.279022	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0
199.327	37.3085	1.96775	-0.323955	-0.335741	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.0553815
201.471	37.0044	2.09406	-0.0179668	0.0811326	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	0
201.369	36.9851	1.93852	-0.143482	-0.0873921	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	2.82672
202.963	36.4613	1.95159	-0.383727	-0.181824	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0
202.924	36.4384	1.88533	-0.518281	-0.374445	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.596491
204.071	36.1198	1.52376	-0.533321	-0.175517	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	0
204.059	36.1197	1.57106	-0.395302	0.0786572	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	1.21057
